twitter code,Party ID,chamber,nominate_dim1,Names altered,Name chronological,delegate,serving at time of tweet,independent,president,Personal Twitter_binary,CongressionalTwitter_binary,PressOfficeTwitter_binary,Campaign Twitter_binary,RetiredTwitter_binary,original codes
RepDWStweets,D,House,-0.420,"['wasserman', 'debbie']",Debbie Wasserman,False,True,False,False,False,True,False,False,False,True
DWStweets,D,House,-0.420,"['wasserman', 'debbie']",Debbie Wasserman,False,True,False,False,True,False,False,False,False,False
cathymcmorris,R,House,0.422,"['rodgers', 'cathy']",Cathy Rodgers,False,True,False,False,False,True,False,False,False,True
TeamCMR,R,House,0.422,"['rodgers', 'cathy']",Cathy Rodgers,False,True,False,False,False,False,False,True,False,False
RepVeasey,D,House,-0.403,"['veasey', 'marc']",Marc Veasey,False,True,False,False,False,True,False,False,False,True
MarcVeasey,D,House,-0.403,"['veasey', 'marc']",Marc Veasey,False,True,False,False,True,False,False,False,False,False
JeffFortenberry,R,House,0.304,"['fortenberry', 'jeff']",Jeff Fortenberry,False,True,False,False,False,True,False,False,False,True
supportfortNE,R,House,0.304,"['fortenberry', 'jeff']",Jeff Fortenberry,False,True,False,False,False,False,False,True,False,False
RepHagedorn,R,House,0.477,"['hagedorn', 'jim']",Jim Hagedorn,False,True,False,False,False,True,False,False,False,True
JimHagedornMN,R,House,0.477,"['hagedorn', 'jim']",Jim Hagedorn,False,True,False,False,True,False,False,False,False,False
RepSteveStivers,R,House,0.3,"['stivers', 'steve']",Steve Stivers,False,True,False,False,False,True,False,False,False,True
stevestivers,R,House,0.3,"['stivers', 'steve']",Steve Stivers,False,True,False,False,True,False,False,False,False,False
RepFilemonVela,D,House,-0.311,"['vela', 'filemon']",Filemon Vela,False,True,False,False,False,True,False,False,False,True
FilemonVela,D,House,-0.311,"['vela', 'filemon']",Filemon Vela,False,True,False,False,False,False,False,True,False,False
RepWalorski,R,House,0.436,"['walorski', 'jackie']",Jackie Walorski,False,True,False,False,False,True,False,False,False,True
jackiewalorski,R,House,0.436,"['walorski', 'jackie']",Jackie Walorski,False,True,False,False,False,False,False,True,False,False
RepTedDeutch,D,House,-0.401,"['deutch', 'ted']",Ted Deutch,False,True,False,False,False,True,False,False,False,True
TedDeutch,D,House,-0.401,"['deutch', 'ted']",Ted Deutch,False,True,False,False,True,False,False,False,False,False
Lancegooden,R,House,0.752,"['gooden', 'lance']",Lance Gooden,False,True,False,False,True,False,False,False,False,True
jahimes,D,House,-0.239,"['himes', 'jim']",Jim Himes,False,True,False,False,True,False,False,False,False,True
Call_Me_Dutch,D,House,-0.296,"['ruppersberger', 'dutch']",Dutch Ruppersberger,False,True,False,False,True,False,False,False,False,True
GoDutchForMD,D,House,-0.296,"['ruppersberger', 'dutch']",Dutch Ruppersberger,False,True,False,False,False,False,False,True,False,False
claudiatenney,R,House,0.452,"['tenney', 'claudia']",Claudia Tenney,False,True,False,False,True,False,False,False,False,True
BennieGThompson,D,House,-0.517,"['thompson', 'bennie']",Bennie Thompson,False,True,False,False,True,False,False,False,False,True
BGThompsonMS,D,House,-0.517,"['thompson', 'bennie']",Bennie Thompson,False,True,False,False,False,False,False,True,False,False
CoryBooker,D,Senate,-0.585,"['booker', 'cory']",Cory Booker,False,True,False,False,True,False,False,False,False,True
SenBooker,D,Senate,-0.585,"['booker', 'cory']",Cory Booker,False,True,False,False,False,True,False,False,False,False
ChrisCoons,D,Senate,-0.231,"['coons', 'christopher']",Christopher Coons,False,True,False,False,True,False,False,False,False,True
SenCoonsOffice,D,Senate,-0.231,"['coons', 'christopher']",Christopher Coons,False,True,False,False,False,False,True,False,False,False
ChrisCoonsforDE,D,Senate,-0.231,"['coons', 'christopher']",Christopher Coons,False,True,False,False,False,False,False,True,False,False
JohnCornyn,R,Senate,0.473,"['cornyn', 'john']",John Cornyn,False,True,False,False,True,False,False,False,False,True
TeamCornyn,R,Senate,0.473,"['cornyn', 'john']",John Cornyn,False,True,False,False,False,False,False,True,False,False
SenGillibrand,D,Senate,-0.471,"['gillibrand', 'kirsten']",Kirsten Gillibrand,False,True,False,False,True,False,False,False,False,True
gillibrandny,D,Senate,-0.471,"['gillibrand', 'kirsten']",Kirsten Gillibrand,False,True,False,False,False,True,False,False,False,False
HawleyMO,R,Senate,0.749,"['hawley', 'josh']",Josh Hawley,False,True,False,False,True,False,False,False,False,True
timkaine,D,Senate,-0.245,"['kaine', 'tim']",Tim Kaine,False,True,False,False,True,False,False,False,False,True
ossoff,D,Senate,-0.464,"['ossoff', 'jon']",Jon Ossoff,False,True,False,False,True,False,False,False,False,True
SenOssoff,D,Senate,-0.464,"['ossoff', 'jon']",Jon Ossoff,False,True,False,False,False,True,False,False,False,False
CharlieCrist,D,House,-0.227,"['crist', 'charlie']",Charlie Crist,False,True,False,False,True,False,False,False,False,True
RepCharlieCrist,D,House,-0.227,"['crist', 'charlie']",Charlie Crist,False,True,False,False,False,True,False,False,False,False
Donald_McEachin,D,House,-0.381,"['mceachin', 'donald']",Donald Mceachin,False,True,False,False,True,False,False,False,False,True
RepMcEachin,D,House,-0.381,"['mceachin', 'donald']",Donald Mceachin,False,True,False,False,False,True,False,False,False,False
teammoulton,D,House,-0.281,"['moulton', 'seth']",Seth Moulton,False,True,False,False,False,False,False,False,True,True
sethmoulton,D,House,-0.281,"['moulton', 'seth']",Seth Moulton,False,True,False,False,True,False,False,False,False,False
RepMoulton,D,House,-0.281,"['moulton', 'seth']",Seth Moulton,False,True,False,False,False,True,False,False,False,False
RepCicilline,D,House,-0.389,"['cicilline', 'david']",David Cicilline,False,True,False,False,False,False,False,True,False,True
davidcicilline,D,House,-0.389,"['cicilline', 'david']",David Cicilline,False,True,False,False,True,False,False,False,False,False
RepDonaldsPress,R,House,0.646,"['donalds', 'byron']",Byron Donalds,False,True,False,False,False,False,True,False,False,True
ByronDonalds,R,House,0.646,"['donalds', 'byron']",Byron Donalds,False,True,False,False,True,False,False,False,False,False
RepGallagher,R,House,0.428,"['gallagher', 'mike']",Mike Gallagher,False,True,False,False,False,False,True,False,False,True
MikeforWI,R,House,0.428,"['gallagher', 'mike']",Mike Gallagher,False,True,False,False,False,False,False,True,False,False
RepChipRoy,R,House,0.8,"['roy', 'chip']",Chip Roy,False,True,False,False,False,False,True,False,False,True
chiproytx,R,House,0.8,"['roy', 'chip']",Chip Roy,False,True,False,False,True,False,False,False,False,False
SenSasse,R,Senate,0.669,"['sasse', 'ben']",Ben Sasse,False,True,False,False,False,False,True,False,False,True
BenSasse,R,Senate,0.669,"['sasse', 'ben']",Ben Sasse,False,True,False,False,True,False,False,False,False,False
RepEllzey,R,House,0.518,"['ellzey', 'jake']",Jake Ellzey,False,True,False,False,False,True,False,False,False,True
JakeEllzey,R,House,0.518,"['ellzey', 'jake']",Jake Ellzey,False,True,False,False,True,False,False,False,False,False
ReEllzey,R,House,0.518,"['ellzey', 'jake']",Jake Ellzey,False,True,False,False,False,True,False,False,False,False
KaheleRep,D,House,-0.353,"['kahele', 'kaiali']",Kaiali Kahele,False,True,False,False,False,True,False,False,False,True
kaikahele,D,House,-0.353,"['kahele', 'kaiali']",Kaiali Kahele,False,True,False,False,True,False,False,False,False,False
RepKahele,D,House,-0.353,"['kahele', 'kaiali']",Kaiali Kahele,False,True,False,False,False,True,False,False,False,False
RepJuliaLetlow,R,House,0.413,"['letlow', 'julia']",Julia Letlow,False,True,False,False,False,True,False,False,False,True
jbletlow,R,House,0.413,"['letlow', 'julia']",Julia Letlow,False,True,False,False,True,False,False,False,False,False
repjulialetlow,R,House,0.413,"['letlow', 'julia']",Julia Letlow,False,True,False,False,False,True,False,False,False,False
RepSlotkin,D,House,-0.305,"['slotkin', 'elissa']",Elissa Slotkin,False,True,False,False,False,True,False,False,False,True
ElissaSlotkin,D,House,-0.305,"['slotkin', 'elissa']",Elissa Slotkin,False,True,False,False,True,False,False,False,False,False
,R,House,0.173,"['smith', 'chris']",Chris Smith,False,True,False,False,False,False,False,False,False,True
Congressman_JVD,R,House,0.366,"['drew', 'jefferson', 'van']",Jefferson van Drew,False,True,False,False,False,True,False,False,False,True
SenatorHagerty,R,Senate,0.696,"['hagerty', 'bill']",Bill Hagerty,False,True,False,False,False,True,False,False,False,True
BillHagertyTN,R,Senate,0.696,"['hagerty', 'bill']",Bill Hagerty,False,True,False,False,False,True,False,False,False,False
SenJohnKennedy,R,Senate,0.548,"['kennedy', 'john']",John Kennedy,False,True,False,False,False,True,False,False,False,True
JohnKennedyLA,R,Senate,0.548,"['kennedy', 'john']",John Kennedy,False,True,False,False,False,True,False,False,False,False
SenatorMarshall,R,Senate,0.582,"['marshall', 'roger']",Roger Marshall,False,True,False,False,False,True,False,False,False,True
RogerMarshallMD,R,Senate,0.582,"['marshall', 'roger']",Roger Marshall,False,True,False,False,True,False,False,False,False,False
senatemajldr,R,Senate,0.404,"['mcconnell', 'mitch']",Mitch Mcconnell,False,True,False,False,False,True,False,False,False,True
LeaderMcConnell,R,Senate,0.404,"['mcconnell', 'mitch']",Mitch Mcconnell,False,True,False,False,False,True,False,False,False,False
McConnellPress,R,Senate,0.404,"['mcconnell', 'mitch']",Mitch Mcconnell,False,True,False,False,False,False,True,False,False,False
LtGovDelgado,D,House,-0.233,"['delgado', 'antonio']",Antonio Delgado,False,True,False,False,False,True,False,False,False,True
DelgadoforNY19,D,House,-0.233,"['delgado', 'antonio']",Antonio Delgado,False,True,False,False,True,False,False,False,False,False
repdelgado,D,House,-0.233,"['delgado', 'antonio']",Antonio Delgado,False,True,False,False,False,True,False,False,False,False
SecDebHaaland,D,House,-0.332,"['haaland', 'debra']",Debra Haaland,False,True,False,False,False,True,False,False,False,True
DebHaalandNM,D,House,-0.332,"['haaland', 'debra']",Debra Haaland,False,True,False,False,True,False,False,False,False,False
RepDebHaaland,D,House,-0.332,"['haaland', 'debra']",Debra Haaland,False,True,False,False,False,True,False,False,False,False
Richmond46,D,House,-0.486,"['richmond', 'cedric']",Cedric Richmond,False,True,False,False,False,True,False,False,False,True
CedricRichmond,D,House,-0.486,"['richmond', 'cedric']",Cedric Richmond,False,True,False,False,True,False,False,False,False,False
RepRichmond,D,House,-0.486,"['richmond', 'cedric']",Cedric Richmond,False,True,False,False,False,True,False,False,False,False
RepRonWrigh,R,House,0.711,"['wright', 'ron']",Ron Wright,False,True,False,False,False,True,False,False,False,True
RepRonWright,R,House,0.711,"['wright', 'ron']",Ron Wright,False,True,False,False,False,True,False,False,False,False
ron4congress,R,House,0.711,"['wright', 'ron']",Ron Wright,False,True,False,False,False,False,False,True,False,False
CongresswomanSC,D,House,-0.625,"['mccormick', 'sheila', 'cherfilus']",Sheila Cherfilus-Mccormick,False,False,False,False,False,True,False,False,False,True
RepConnieConway,R,House,0.376,"['conway', 'connie']",Connie Conway,False,False,False,False,False,True,False,False,False,True
repfinstad,R,House,0.542,"['finstad', 'brad']",Brad Finstad,False,False,False,False,False,True,False,False,False,True
USRepMikeFlood,R,House,0.5,"['flood', 'mike']",Mike Flood,False,False,False,False,False,True,False,False,False,True
repmayraflores,R,House,0.336,"['flores', 'mayra']",Mayra Flores,False,False,False,False,False,True,False,False,False,True
EleanorNorton,D,House,-0.496,"['norton', 'eleanor', 'holmes']",Eleanor Holmes Norton,True,True,False,False,False,True,False,False,False,True
eleanor4dc,D,House,-0.496,"['norton', 'eleanor', 'holmes']",Eleanor Holmes Norton,True,True,False,False,False,False,False,True,False,False
MaryPeltola,D,House,-0.152,"['peltola', 'mary']",Mary Peltola,False,False,False,False,False,True,False,False,False,True
StaceyPlaskett,D,House,-0.41,"['plaskett', ',', 'stacey']",  Stacey Plaskett,True,True,False,False,False,True,False,False,False,True
RepAmata,R,House,0.404,"['radewagen', 'amata']",Amata Radewagen,True,True,False,False,False,True,False,False,False,True
PatRyanUC,D,House,-0.212,"['ryan', 'pat']",Pat Ryan,False,False,False,False,False,True,False,False,False,True
Kilili_Sablan,D,House,-0.454,"['sablan', 'gregorio']",Gregorio Sablan,True,True,False,False,False,True,False,False,False,True
GuamCongressman,D,House,-0.41,"['nicolas', 'san', 'michael']",San Michael Nicolas,True,True,False,False,False,True,False,False,False,True
RudyYakym,R,House,0.457,"['yakym', 'rudy']",Rudy Yakym,False,False,False,False,False,True,False,False,False,True
RepJenniffer,R,House,0.270,"['colon', 'jenniffer', 'gonzalez']",Jenniffer González-Cólon,False,True,False,False,False,True,False,False,False,True
Jenniffer,R,House,0.270,"['colon', 'jenniffer', 'gonzalez']",Jenniffer González-Cólon,False,True,False,False,True,False,False,False,False,False
JGO_2020,R,House,0.270,"['colon', 'jenniffer', 'gonzalez']",Jenniffer González-Cólon,False,True,False,False,False,False,False,True,False,False
KLoeffler,R,Senate,0.555,"['loeffler', 'kelly']",Kelly Loeffler,False,False,False,False,False,True,False,False,False,True
RepSempolinski,R,House,0.545,"['sempolinski', 'joseph']",Joseph Sempolinski,False,False,False,False,False,True,False,False,False,True
SecFudge,D,House,-0.581,"['fudge', 'marcia']",Marcia Fudge,False,True,False,False,False,True,False,False,False,True
mlfudge,D,House,-0.581,"['fudge', 'marcia']",Marcia Fudge,False,True,False,False,True,False,False,False,False,False
RepMarciaFudge,D,House,-0.581,"['fudge', 'marcia']",Marcia Fudge,False,True,False,False,False,True,False,False,False,False
DevinNunes,R,House,0.449,"['nunes', 'devin']",Devin Nunes,False,True,False,False,True,False,False,False,False,False
RepDevinNunes,R,House,0.449,"['nunes', 'devin']",Devin Nunes,False,True,False,False,False,True,False,False,False,False
TomReedNY23,R,House,0.276,"['reed', 'tom']",Tom Reed,False,True,False,False,True,False,False,False,False,False
TomReedCongress,R,House,0.276,"['reed', 'tom']",Tom Reed,False,True,False,False,False,True,False,False,False,False
repdonyoung,R,House,0.284,"['young', 'don']",Don Young,False,True,False,False,False,True,False,False,False,False
DonYoungAK,R,House,0.284,"['young', 'don']",Don Young,False,True,False,False,False,False,False,True,False,False
JoeBiden,D,nan,-0.32,"['biden', 'joseph', 'robinette']",President Joe Biden,False,True,False,True,True,False,False,False,False,False
POTUS,D,nan,-0.32,"['biden', 'joseph', 'robinette']",President Joe Biden,False,True,False,True,False,True,False,False,False,False
realDonaldTrump,R,nan,0.403,"['trump', 'donald', 'john']",Donald Trump,False,True,False,True,True,False,False,False,False,False
AngusforMaine,D,Senate,-0.162,"['king', 'angus', 'stanley']",Angus Stanley King,False,True,True,False,True,False,False,False,False,False
SenAngusKing,D,Senate,-0.162,"['king', 'angus', 'stanley']",Angus Stanley King,False,True,True,False,False,True,False,False,False,False
BernieSanders,D,Senate,-0.538,"['sanders', 'bernard']",Bernie Sanders,False,True,True,False,True,False,False,False,False,False
SenSanders,D,Senate,-0.538,"['sanders', 'bernard']",Bernie Sanders,False,True,True,False,False,True,False,False,False,False
